url_path,tag,cover_image,location,property_name,developer_logo,title,description,m2,payment_plan,price,Beds,Baths
https://www.nawy.com/compound/1926-mall-t-square/property/113149-Retail-for-sale-in-Mall%20T%20Square-with-10-bedrooms-in-El%20Sheikh%20Zayed-by-Torec%20Developments,,https://prod-images.cooingestate.com/processed/inventory/brochure_images//malltsquare/Screenshot%202026-01-22%20124456/high.webp,El Sheikh Zayed,"Retail, Mall T Square",https://prod-images.cooingestate.com/processed/developer/logo_image/513/medium.webp,Retail for sale in Mall T Square - with in El Sheikh Zayed by Torec Developments.,Retail for sale in Mall T Square - with in El Sheikh Zayed by Torec Developments.,27,"284,238 EGP quarterly / 4 Years","6,063,748 EGP",,
https://www.nawy.com/compound/339-lakeyard--hacienda-bay/property/111492-retail-for-sale-in-lakeyard-hacienda-bay,Resale,https://prod-images.cooingestate.com/processed/property_image/image/636386/high.webp,Sidi Abdel Rahman,"Retail, Lakeyard  Hacienda Bay",https://prod-images.cooingestate.com/processed/developer/logo_image/16/medium.webp,Retail for sale in Lakeyard  Hacienda Bay - with in Sidi Abdel Rahman by Palm Hills Developments.,Retail for sale in Lakeyard  Hacienda Bay - with in Sidi Abdel Rahman by Palm Hills Developments.,167,,"41,000,000 EGP",,
https://www.nawy.com/compound/1270-radix-agile/property/72963-retail-for-sale-in-radix-agile-in-new-capital-city-by-radix-development,,https://prod-images.cooingestate.com/processed/property_image/image/366969/high.webp,New Capital City,"Retail, Radix Agile",https://prod-images.cooingestate.com/processed/developer/logo_image/293/medium.webp,Retail for sale in Radix Agile - with in New Capital City by Radix Development.,Retail for sale in Radix Agile - with in New Capital City by Radix Development.,35,"427,500 EGP quarterly / 7 Years","13,300,000 EGP",,
https://www.nawy.com/compound/1034-dejoya-plaza-residence/property/41229-en,,https://prod-images.cooingestate.com/processed/property_image/image/191267/high.webp,New Zayed,"Retail, Dejoya Plaza Residence",https://prod-images.cooingestate.com/processed/developer/logo_image/138/medium.webp,Retail for sale in Dejoya Plaza Residence - with in New Zayed by Taj Misr Developments.,Retail for sale in Dejoya Plaza Residence - with in New Zayed by Taj Misr Developments.,332,"1,788,318 EGP quarterly / 15 Years","112,946,400 EGP",,
https://www.nawy.com/compound/1518-maliv-street/property/81639-Retail-for-sale-in-Maliv%20Street-with-10-bedrooms-in-6th%20settlement-by-Kulture%20Developments,,https://prod-images.cooingestate.com/processed/inventory/brochure_images/Kulture%20Developments/malivstreet/Maliv%20st%202/high.webp,6th settlement,"Retail, Maliv Street",https://prod-images.cooingestate.com/processed/developer/logo_image/427/medium.webp,Retail for sale in Maliv Street - with in 6th settlement by Kulture Developments.,Retail for sale in Maliv Street - with in 6th settlement by Kulture Developments.,193,"1,239,522 EGP quarterly / 6 Years","31,314,250 EGP",,
https://www.nawy.com/compound/794-de-joya-1-strip-mall/property/40138-retail-for-sale-in-de-joya-1-strip-mall-in-new-capital-city-by-taj-misr-developments,,https://prod-images.cooingestate.com/processed/property_image/image/182122/high.webp,New Capital City,"Retail, De joya 1 strip mall",https://prod-images.cooingestate.com/processed/developer/logo_image/138/medium.webp,Retail for sale in De joya 1 strip mall - with in New Capital City by Taj Misr Developments.,Retail for sale in De joya 1 strip mall - with in New Capital City by Taj Misr Developments.,50,"212,625 EGP quarterly / 10 Years","9,450,000 EGP",,
https://www.nawy.com/compound/514-ezdan/property/93084-retail-for-sale-in-ezdan-in-new-capital-city-by-taj-misr-developments,,https://prod-images.cooingestate.com/processed/property_image/image/471461/high.webp,New Capital City,"Retail, Ezdan",https://prod-images.cooingestate.com/processed/developer/logo_image/138/medium.webp,Retail for sale in Ezdan - with in New Capital City by Taj Misr Developments.,Retail for sale in Ezdan - with in New Capital City by Taj Misr Developments.,29,"263,854 EGP quarterly / 6 Years","7,450,000 EGP",,
https://www.nawy.com/compound/545-granvia-mall-serrano/property/6306-serrano-new-plan-granvia-ground-floor,,https://www.nawy.com/assets/images/common/broken.webp,New Capital City,"Retail, Granvia Mall Serrano",https://prod-images.cooingestate.com/processed/developer/logo_image/136/medium.webp,Retail for sale in Granvia Mall Serrano - with in New Capital City by New Plan.,Retail for sale in Granvia Mall Serrano - with in New Capital City by New Plan.,33,"252,450 EGP quarterly / 5 Years","5,610,000 EGP",,
https://www.nawy.com/compound/439-citadel-commercial-complex/property/84839-Retail-for-sale-in-Citadel%20Commercial%20Complex-with-10-bedrooms-in-New%20Capital%20City-by-Sorouh%20Developments,,https://prod-images.cooingestate.com/processed/inventory/brochure_images/Sorouh%20Developments/citadelcommercialcomplex/1%202/high.webp,New Capital City,"Retail, Citadel Commercial Complex",https://prod-images.cooingestate.com/processed/developer/logo_image/120/medium.webp,Retail for sale in Citadel Commercial Complex - with in New Capital City by Sorouh Developments.,Retail for sale in Citadel Commercial Complex - with in New Capital City by Sorouh Developments.,92,"788,063 EGP quarterly / 6 Years","21,015,000 EGP",,
https://www.nawy.com/compound/795-de-joya-2-strip-mall/property/45496-retail-for-sale-in-de-joya-2-strip-mall-in-new-capital-city-by-taj-misr-developments,,https://www.nawy.com/assets/images/common/broken.webp,New Capital City,"Retail, De joya 2 strip mall",https://prod-images.cooingestate.com/processed/developer/logo_image/138/medium.webp,Retail for sale in De joya 2 strip mall - with in New Capital City by Taj Misr Developments.,Retail for sale in De joya 2 strip mall - with in New Capital City by Taj Misr Developments.,58,"240,278 EGP quarterly / 10 Years","10,679,000 EGP",,
